Upstream G:A:V,Downstream G:A:V
io.netty:netty-codec-http:4.1.43.Final,com.mastfrog:tiny-http-server:2.6.3
io.netty:netty-codec-http:4.1.43.Final,com.netflix.zuul:zuul-core:2.1.6
io.netty:netty-codec-http:4.1.43.Final,com.simplyti.cloud:simple-server-clients-http:0.0.4-rc2
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-base-http_2.12:20.3.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-base-http_2.13:20.3.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-http2_2.11:19.12.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-http2_2.12:20.1.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-http2_2.13:20.1.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-netty4-http_2.11:19.12.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-netty4-http_2.12:20.3.0
io.netty:netty-codec-http:4.1.43.Final,com.twitter:finagle-netty4-http_2.13:20.1.0
io.netty:netty-codec-http:4.1.43.Final,com.typesafe.netty:netty-reactive-streams-http:2.0.4
io.netty:netty-codec-http:4.1.43.Final,io.jooby:jooby-netty:2.3.1
io.netty:netty-codec-http:4.1.43.Final,io.micronaut:micronaut-http-netty:1.3.0.M1
io.netty:netty-codec-http:4.1.43.Final,io.micronaut:micronaut-http-server-netty:1.3.0.M2
io.netty:netty-codec-http:4.1.43.Final,io.projectreactor.netty:reactor-netty:0.8.13.RELEASE
io.netty:netty-codec-http:4.1.43.Final,io.servicetalk:servicetalk-http-netty:0.20.0
io.netty:netty-codec-http:4.1.43.Final,org.b3log:latke-core:3.0.8
io.netty:netty-codec-http:4.1.43.Final,org.dromara:soul-plugin-httpclient:2.3.0-RELEASE
io.netty:netty-codec-http:4.1.43.Final,org.infinispan:infinispan-cachestore-rest:10.1.0.Beta1
io.netty:netty-codec-http:4.1.43.Final,org.infinispan:infinispan-server-rest:10.1.0.CR1
io.netty:netty-codec-http:4.1.43.Final,org.infinispan:infinispan-server-router:11.0.0.Alpha
io.netty:netty-codec-http:4.1.43.Final,org.jooby:jooby-netty:1.6.8
io.netty:netty-codec-http:4.1.43.Final,org.microbean:microbean-jersey-netty:0.20.0
io.netty:netty-codec-http:4.1.43.Final,org.mock-server:mockserver-integration-testing:5.8.0
io.netty:netty-codec-http:4.1.43.Final,org.noear:solon.boot.nettyhttp:1.0.3.37
io.netty:netty-codec-http:4.1.43.Final,org.xbib:netty-http-rx:4.1.43.1
org.mongodb:mongo-java-driver:3.11.0,cn.hutool:hutool-db:5.0.0
org.mongodb:mongo-java-driver:3.11.0,com.araguacaima.braas:braas-api:1.2
org.mongodb:mongo-java-driver:3.11.0,com.diamondq.common:common-thirdparty.micrometer.core:1.3.5
org.mongodb:mongo-java-driver:3.11.0,com.erudika:para-dao-mongodb:1.33.0
org.mongodb:mongo-java-driver:3.11.0,com.github.bytegriffin:get4j-core:1.2.0
org.mongodb:mongo-java-driver:3.11.0,com.github.cloudyrock.changock:changock-mongo-v3-driver:1.0.1.alpha
org.mongodb:mongo-java-driver:3.11.0,com.github.pandafw:panda-core:1.8.0
org.mongodb:mongo-java-driver:3.11.0,de.bwaldvogel:mongo-java-server-test-common:1.21.0
org.mongodb:mongo-java-driver:3.11.0,de.iip-ecosphere.platform.external.si.matjazcerkvenik:alertmonitor:2.3.0
org.mongodb:mongo-java-driver:3.11.0,de.svenkubiak:mangooio-mongodb-extension:4.0.3
org.mongodb:mongo-java-driver:3.11.0,io.annot8:annot8-components-mongo:0.4.0
org.mongodb:mongo-java-driver:3.11.0,io.firebus:firebus-adapters:1.1.9
org.mongodb:mongo-java-driver:3.11.0,net.cnri:cnri-sessions:2.1.0
org.mongodb:mongo-java-driver:3.11.0,org.immutables:mongo:2.8.2
org.mongodb:mongo-java-driver:3.11.0,systems.reformcloud.reformcloud2:reformcloud2-executor-api:2.0
org.dom4j:dom4j:2.0.0,au.com.acegi:xml-format-maven-plugin:3.0.0
org.dom4j:dom4j:2.0.0,cn.com.itez:jwinner-base:0.1.5
org.dom4j:dom4j:2.0.0,cn.com.itez:jwinner-kit:0.1.0
org.dom4j:dom4j:2.0.0,cn.onekit.x2x.cloud:nut5g:5.3.0
org.dom4j:dom4j:2.0.0,cn.onekit.x2x.cloud:nut5g-sdk:5.3.0
org.dom4j:dom4j:2.0.0,cn.onekit.x2x.cloud:thekit:5.4.0
org.dom4j:dom4j:2.0.0,com.base4j:base4j-util:1.1.5
org.dom4j:dom4j:2.0.0,com.centit.framework:framework-filter:5.0.2101
org.dom4j:dom4j:2.0.0,com.github.braisdom:templated-excel:1.0.1
org.dom4j:dom4j:2.0.0,com.github.twogoods:tgdao-core:0.1.1
org.dom4j:dom4j:2.0.0,com.liferay:com.liferay.gradle.plugins.maven.plugin.builder:1.2.6
org.dom4j:dom4j:2.0.0,com.nextpls:sdk:1.0.4
org.dom4j:dom4j:2.0.0,com.shiehub:shiehub-java-sdk-opengw:1.0.0
org.dom4j:dom4j:2.0.0,io.github.harvies.charon:charon-extra:0.0.6
org.dom4j:dom4j:2.0.0,io.github.xxxspring:base:1.0.3
org.dom4j:dom4j:2.0.0,net.mingsoft:ms-base:1.0.6
org.dom4j:dom4j:2.0.0,net.sf.openas2:openas2-server:2.6.2
org.dom4j:dom4j:2.0.0,org.apache.openmeetings:openmeetings-util:3.3.0
org.dom4j:dom4j:2.0.0,org.igniterealtime.openfire:webadmintld:4.2.0
org.dom4j:dom4j:2.0.0,org.igniterealtime.openfire:xmppserver:4.2.0
org.dom4j:dom4j:2.0.0,org.quickfixj:quickfixj-dictgenerator:1.6.3
org.jasypt:jasypt:1.9.0,com.att.ajsc:deploymentpipeline:0.0.7-oss
org.jasypt:jasypt:1.9.0,com.github.trecloux:spring-flash-cookie:0.2
org.jasypt:jasypt:1.9.0,com.hp.autonomy.frontend.configuration:configuration-idol:3.2.1
org.jasypt:jasypt:1.9.0,com.nervepoint:identity4j-utils:1.0.4
org.jasypt:jasypt:1.9.0,com.quinsoft.zeidon:zeidon-joe:1.3.10
org.jasypt:jasypt:1.9.0,com.sclasen:play-extras_2.10:0.2.9
org.jasypt:jasypt:1.9.0,com.sclasen:play-extras_2.9.1:0.1.4
org.jasypt:jasypt:1.9.0,com.textrecruit.ustack:textrecruit-ustack-core:1.0.5
org.jasypt:jasypt:1.9.0,com.untzuntz.ustack:ustack-core:1.0.25
org.jasypt:jasypt:1.9.0,io.lippia:core:3.2.3.3
org.jasypt:jasypt:1.9.0,org.devnull:zuul-spring-client:1.4.1
org.jasypt:jasypt:1.9.0,org.efaps:efaps-kernel:2.2.1
org.jasypt:jasypt:1.9.0,org.guvnor:guvnor-structure-backend:6.2.0.CR3
org.jasypt:jasypt:1.9.0,org.jiucai:appframework:1.1.1
org.jasypt:jasypt:1.9.0,org.kuali.maven.plugins:crypto-maven-plugin:1.0.0
org.jasypt:jasypt:1.9.0,org.uberfire:uberfire-backend-server:0.1.4.Final
com.thoughtworks.xstream:xstream:1.4.11.1,biz.gabrys.maven.plugins:directory-content-maven-plugin:3.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,cn.geminis:geminis-core:1.3.0
com.thoughtworks.xstream:xstream:1.4.11.1,cn.wjee.boot:wjee-spring-boot-autoconfigure:2.1.1.3
com.thoughtworks.xstream:xstream:1.4.11.1,cn.yioks.gitlab.core:springboot-common:v1.1.10
com.thoughtworks.xstream:xstream:1.4.11.1,com.almis.awe:awe-model:4.1.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.anrisoftware.propertiesutils:propertiesutils-contextproperties:4.5.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.btc-ag.redg:redg-generator:2.4
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:demo1:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:evolution:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:stax-demo:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.open.serialization.samples:stax-mate-demo:8.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.serialization.samples:demo1:8.8.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.serialization.samples:evolution:8.9.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.cedarsoft.serialization.test:performance:8.8.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.exactpro.sf:sailfish-frontend:3.2.1674
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.chaojunzi:chao-cloud-common-extra:1.0.4
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.dimovelev:metrics-sampler-core:0.9.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.dimovelev:metrics-sampler-extension-jdbc:0.9.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.fk7075:lucky:1.1.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.fk7075:lucky-framework:2.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.fk7075:lucky-utils:V2-TEST
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.jackieonway.util:jackie-tool:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.jarvisframework:jarvis-tool-core:1.0.5
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuchink.hcutils:hcUtils-all:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuchink.hcutils:hcUtils-baidu:1.0.7.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuchink.hcutils:hcUtils-date:1.0.12.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuchink.hcutils:hcUtils-json:1.0.12.1.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuchink.hcutils:hcUtils-map:1.0.10.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuzhenghui:ecology-plugin-core:1.0.7.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.liuzhenghui:ecology-swagger:1.0.5.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.luues:commons-openoffice:1.0.3.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.luues:spring-boot-starter-openoffice:1.3.0.5.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.martinhaeusler:org.chronos.chronodb.api:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.martinhaeusler:org.chronos.chronodb.exodus:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.mrLawrenc:mrLawrenc-tool-spring-boot-starter:1.0.3-RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.psi-probe:psi-probe-core:3.2.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.qinhouping:qinsoft-common:1.0.1-beta1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.rebue.wheel:wheel-core:1.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.sdcxy:third-party-platform:0.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.sdcxy:third-party-platform-wechat:0.0.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.sdp-tech-nj:sdp-spring-boot-starter:2.4.7
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.sdp-tech-nj:sesp-dev-plugins:2.1.10
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.siwenyan:common:1.18
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.spotbugs:sonar-findbugs-plugin:4.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.vindell:shiro-biz:1.0.7.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.yiding-he:hydrogen-dao-mate:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:amap-java-common:1.0.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:amap-java-geo:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:amap-java-place:1.0.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:anran-java-common:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:anran-java-dingtalk:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:anran-java-energy:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:hubble-java-common:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:hubble-java-region:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:mangix-java-authentication:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:mangix-java-common:1.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.github.zhangchunsheng:mangix-java-perms:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:algorithms:2.3
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:layout:1.16
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:naaccr-xml:6.5
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:seerdata-utility:1.14
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:validation:2.12
com.thoughtworks.xstream:xstream:1.4.11.1,com.imsweb:x12-parser:1.5
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-api:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-cache:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-client:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-common-ius:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-common-plugins:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-common-portal:3.3.22031723
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-component:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-core:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-info:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-log:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-rpc-core:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-sso:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-task:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.iussoft:iussoft-uct:3.3.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-common:0.0.7
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-cp:0.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-ma:0.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-mp:0.0.8
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-open:0.0.8
com.thoughtworks.xstream:xstream:1.4.11.1,com.naspat:wx-tools-pay:0.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.redislabs:riot:1.8.12
com.thoughtworks.xstream:xstream:1.4.11.1,com.sangupta:jerry-core:3.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.souher:fastapi:1.2.12
com.thoughtworks.xstream:xstream:1.4.11.1,com.swiftmq:swiftmq-client:12.0.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.teamscale:teamscale-commons:6.4.2
com.thoughtworks.xstream:xstream:1.4.11.1,com.thankjava.toolkit3d:fast-toolkit3d:1.1.4
com.thoughtworks.xstream:xstream:1.4.11.1,com.tmsps:ne4weixin:1.6
com.thoughtworks.xstream:xstream:1.4.11.1,com.tukeof.common:common-rest:0.1.0-RC0
com.thoughtworks.xstream:xstream:1.4.11.1,com.weicoder:core:1.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.weicoder:outdated:2.5.0
com.thoughtworks.xstream:xstream:1.4.11.1,com.weicoder:xml:3.0.3
com.thoughtworks.xstream:xstream:1.4.11.1,com.xceptance:xlt:5.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,com.xyzla:xyzla-common:1.1.12
com.thoughtworks.xstream:xstream:1.4.11.1,com.yioks.core:springboot-common:v1.2.3
com.thoughtworks.xstream:xstream:1.4.11.1,de.alpharogroup:email-tails:5.0.2
com.thoughtworks.xstream:xstream:1.4.11.1,de.alpharogroup:xml-extensions:7
com.thoughtworks.xstream:xstream:1.4.11.1,de.digitalcollections.model:dc-model-xml:4.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,de.sciss:weblaf-core:2.2.0
com.thoughtworks.xstream:xstream:1.4.11.1,dev.chromie:chromie-xml-xstream-serializer:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,eu.mihosoft.vrl.workflow:vworkflows-core:0.2.5.0
com.thoughtworks.xstream:xstream:1.4.11.1,im.shs:tick-wechat-common:3.0.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,io.github.assimbly:docconverter:1.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,io.github.fvarrui:gradle-launch4j:2.4.6
com.thoughtworks.xstream:xstream:1.4.11.1,io.github.gamercatorg:CatUtils:1.4.1
com.thoughtworks.xstream:xstream:1.4.11.1,io.github.jast90:zhangtool-pay:1.0
com.thoughtworks.xstream:xstream:1.4.11.1,io.jmad:aloha:0.14.0
com.thoughtworks.xstream:xstream:1.4.11.1,io.jmad:jmad-core:0.7.8
com.thoughtworks.xstream:xstream:1.4.11.1,io.quarkus:quarkus-junit5:1.6.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,net.jkcode:jkutil:1.9.0
com.thoughtworks.xstream:xstream:1.4.11.1,net.ripe.rpki:rpki-commons:1.12.0
com.thoughtworks.xstream:xstream:1.4.11.1,net.unit8.waitt.feature:waitt-admin:1.3.0-beta1
com.thoughtworks.xstream:xstream:1.4.11.1,net.ymate.framework:ymate-framework-commons:2.0.8
com.thoughtworks.xstream:xstream:1.4.11.1,no.mnemonic.messaging:requestsink-jms:1.2.4
com.thoughtworks.xstream:xstream:1.4.11.1,org.apache.brooklyn:brooklyn-core:1.0.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.bonitasoft.engine:bonita-client:7.11.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.craftercms:crafter-core:3.0.26
com.thoughtworks.xstream:xstream:1.4.11.1,org.craftercms:crafter-profile-client:3.1.1
com.thoughtworks.xstream:xstream:1.4.11.1,org.cyclonedx:cyclonedx-core-java:2.6.4
com.thoughtworks.xstream:xstream:1.4.11.1,org.dreamcat:common-hc:0.0.1.210127
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-beliefs:7.29.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-examples:7.33.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-scenario-simulation-api:7.28.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-scenario-simulation-backend:7.28.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-traits:7.43.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-wb-guided-dtable-editor-backend:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-wb-scenario-simulation-editor-api:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:drools-wb-scenario-simulation-editor-backend:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.drools:kie-pmml:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.easybatch:easybatch-xstream:5.3.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.fuin:units4j:0.8.4
com.thoughtworks.xstream:xstream:1.4.11.1,org.ikasan:ikasan-builder:3.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,org.ikasan:ikasan-filetransfer-common:3.1.0-beta
com.thoughtworks.xstream:xstream:1.4.11.1,org.infinispan:infinispan-server-core:10.1.4.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.javalite:javalite-async:2.4-j8
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-audit:7.29.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-case-mgmt-impl:7.45.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-human-task-audit:7.38.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-kie-services:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-task-assigning-core:7.32.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jbpm:jbpm-wb-integration-backend:7.44.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.jeasy:easy-batch-xstream:6.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.kie:kie-dmn-api:7.39.0.CR1
com.thoughtworks.xstream:xstream:1.4.11.1,org.kie:kie-dmn-backend:7.36.1.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.kie.kogito:drools-compiler:0.11.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.kie.server:kie-server-api:7.45.0.t20201014
com.thoughtworks.xstream:xstream:1.4.11.1,org.kie.soup:kie-soup-commons:7.24.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.magicwerk.brownies:brownies-xstream:0.9.2
com.thoughtworks.xstream:xstream:1.4.11.1,org.neo4j.build.plugins:licensing-maven-plugin:1.7.8
com.thoughtworks.xstream:xstream:1.4.11.1,org.nhind:direct-policy:7.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.optaplanner:optaplanner-examples:7.33.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.patterntesting:patterntesting-rt:2.0.1
com.thoughtworks.xstream:xstream:1.4.11.1,org.powertac:common:1.7.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.smooks:smooks-all:2.0.0-M1
com.thoughtworks.xstream:xstream:1.4.11.1,org.smooks:smooks-core:2.0.0-M1
com.thoughtworks.xstream:xstream:1.4.11.1,org.springframework:spring-oxm:5.1.20.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,org.springframework.batch:spring-batch-core:3.0.10.RELEASE
com.thoughtworks.xstream:xstream:1.4.11.1,org.thlws:payment-wechat:1.0.4
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-m2repo-editor-backend:7.42.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-project-backend:7.36.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-services-backend:7.35.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-structure-backend:7.33.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-widgets-service-backend:7.38.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.uberfire:uberfire-wires-bpmn-backend:2.21.0.Final
com.thoughtworks.xstream:xstream:1.4.11.1,org.wicketstuff:jqplot4java:8.2.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.wicketstuff:wicketstuff-dashboard-core:8.5.0
com.thoughtworks.xstream:xstream:1.4.11.1,org.wso2.org.apache.shindig:shindig-common:2.5.2-wso2v15
com.thoughtworks.xstream:xstream:1.4.11.1,org.wso2.org.apache.shindig:shindig-social-api:2.5.2-wso2v15
com.thoughtworks.xstream:xstream:1.4.11.1,org.y-op:orm:0.9.0
com.thoughtworks.xstream:xstream:1.4.11.1,ro.pippo:pippo-xstream:1.12.0
com.thoughtworks.xstream:xstream:1.4.11.1,store.jesframework:jes-core:1.1.0
com.thoughtworks.xstream:xstream:1.4.11.1,tech.mhuang:interchan-wechat-common:1.4.1
com.sparkjava:spark-core:2.5.5,at.crea-doo.homer:hwabstraction.esp8266:1.0.11
com.sparkjava:spark-core:2.5.5,com.codeborne:spark-swagger:1.0.0.49
com.sparkjava:spark-core:2.5.5,com.indoqa:indoqa-boot:0.8.0
com.sparkjava:spark-core:2.5.5,com.qmetric:spark-authentication:1.4
com.sparkjava:spark-core:2.5.5,com.rapatao.sparkjava:spark-spring-core:1.0.0
com.sparkjava:spark-core:2.5.5,io.github.manusant:spark-swagger:1.0.0.42
com.sparkjava:spark-core:2.5.5,io.tekniq:tekniq-sparklin:0.7
com.sparkjava:spark-core:2.5.5,io.vertigo:vertigo-studio:0.9.4
com.sparkjava:spark-core:2.5.5,io.vertigo:vertigo-vega-impl:0.9.4
com.sparkjava:spark-core:2.5.5,net.nextpulse:jadmin:0.5.0
com.sparkjava:spark-core:2.5.5,org.pac4j:spark-pac4j:2.0.0-RC2
com.sparkjava:spark-core:2.5.5,uk.markhornsby:j2rpc:1.0.0
com.sparkjava:spark-core:2.5.5,ws.ament.hammock:rest-spark:1.2.1
org.bouncycastle:bcprov-jdk15on:1.54,br.com.joaovarandas:bc-utils:0.0.5
org.bouncycastle:bcprov-jdk15on:1.54,cn.home1:oss-keygen:1.0.6.OSS
org.bouncycastle:bcprov-jdk15on:1.54,cn.home1:oss-lib-common:1.0.7.OSS
org.bouncycastle:bcprov-jdk15on:1.54,cn.home1:oss-lib-common-spring-boot-1.4.1.RELEASE:1.0.8.OSS
org.bouncycastle:bcprov-jdk15on:1.54,cn.home1:oss-lib-common-spring-boot-1.4.2.RELEASE:1.0.7.OSS
org.bouncycastle:bcprov-jdk15on:1.54,com.akeyless-security:akeyless-java-sdk:0.0.2
org.bouncycastle:bcprov-jdk15on:1.54,com.alibaba.middleware:termd-core:1.1.5
org.bouncycastle:bcprov-jdk15on:1.54,com.augustcellars.cose:cose-java:0.9.4
org.bouncycastle:bcprov-jdk15on:1.54,com.axlabs:neow3j-utils:1.0.0
org.bouncycastle:bcprov-jdk15on:1.54,com.bbossgroups.security:bboss-security:4.10.8
org.bouncycastle:bcprov-jdk15on:1.54,com.bbossgroups.security:bboss-ticket:5.0.3.7.4
org.bouncycastle:bcprov-jdk15on:1.54,com.bigchaindb:bigchaindb-driver:1.2
org.bouncycastle:bcprov-jdk15on:1.54,com.btmatthews.maven.plugins:crx-maven-plugin:1.2.1
org.bouncycastle:bcprov-jdk15on:1.54,com.citahub.cita:utils:1.0.0
org.bouncycastle:bcprov-jdk15on:1.54,com.citahub.cita-ee:utils:1.3.0
org.bouncycastle:bcprov-jdk15on:1.54,com.codeheadsystems:crypto:0.8.0
org.bouncycastle:bcprov-jdk15on:1.54,com.cryptape.cita:utils:0.20.3.1
org.bouncycastle:bcprov-jdk15on:1.54,com.crypteron:ciphercore:2020.5.1.0
org.bouncycastle:bcprov-jdk15on:1.54,com.cybersource:cybersource-sdk-java:6.2.5
org.bouncycastle:bcprov-jdk15on:1.54,com.datamountaineer:kafka-connect-coap:0.4.0
org.bouncycastle:bcprov-jdk15on:1.54,com.datamountaineer:kafka-connect-mqtt:1.0.0
org.bouncycastle:bcprov-jdk15on:1.54,com.dorkbox:Network:2.10
org.bouncycastle:bcprov-jdk15on:1.54,com.dorkbox:Network-Dorkbox-Util:1.15
org.bouncycastle:bcprov-jdk15on:1.54,com.dracoon:dracoon-crypto-sdk:1.0.0
org.bouncycastle:bcprov-jdk15on:1.54,com.foilen:foilen-infra-plugin-core:0.13.0
org.bouncycastle:bcprov-jdk15on:1.54,com.forticode.cipherise:javasdk:6.2.0
