CVE_ID,CVSS,CWE,VUL_FUNs
CVE-2018-8012,5.0,CWE-862,"org.apache.zookeeper.server.quorum.QuorumCnxManager:connectOne(long);org.apache.zookeeper.server.quorum.AuthFastLeaderElection:lookForLeader();org.apache.zookeeper.server.quorum.QuorumCnxManager:initiateConnection(java.net.Socket,java.lang.Long);org.apache.zookeeper.server.quorum.Leader$LearnerCnxAcceptor:run();org.apache.zookeeper.client.ZooKeeperSaslClient$ClientCallbackHandler:handle(javax.security.auth.callback.Callback[]);org.apache.zookeeper.client.ZooKeeperSaslClient:createSaslClient(java.lang.String,java.lang.String);org.apache.zookeeper.server.quorum.QuorumCnxManager:receiveConnection(java.net.Socket);org.apache.zookeeper.server.quorum.QuorumCnxManager:<init>(org.apache.zookeeper.server.quorum.QuorumPeer);org.apache.zookeeper.server.auth.SaslServerCallbackHandler:<init>(javax.security.auth.login.Configuration);org.apache.zookeeper.server.quorum.Learner:connectToLeader(java.net.InetSocketAddress);org.apache.zookeeper.server.quorum.QuorumPeerMain:runFromConfig(org.apache.zookeeper.server.quorum.QuorumPeerConfig);org.apache.zookeeper.server.quorum.QuorumCnxManager$Listener:run();org.apache.zookeeper.server.quorum.Follower:followLeader();org.apache.zookeeper.server.quorum.QuorumCnxManager:getQuorumPeer();org.apache.zookeeper.server.quorum.QuorumPeer:createElectionAlgorithm(int);org.apache.zookeeper.server.ZooKeeperSaslServer:createSaslServer(org.apache.zookeeper.Login);org.apache.zookeeper.server.quorum.QuorumCnxManager$Listener:halt();org.apache.zookeeper.server.quorum.QuorumPeer$QuorumServer:<init>(long,java.net.InetSocketAddress);org.apache.zookeeper.Login:login(java.lang.String);org.apache.zookeeper.server.quorum.LearnerHandler:<init>(java.net.Socket,org.apache.zookeeper.server.quorum.Leader);org.apache.zookeeper.server.quorum.Learner:findLeader();org.apache.zookeeper.server.quorum.QuorumCnxManager:halt();org.apache.zookeeper.server.quorum.LearnerHandler:run();org.apache.zookeeper.server.quorum.QuorumCnxManager:testInitiateConnection(long);org.apache.zookeeper.server.quorum.QuorumPeerConfig:parseProperties(java.util.Properties);org.apache.zookeeper.server.quorum.Observer:observeLeader();org.apache.zookeeper.server.quorum.QuorumCnxManager$RecvWorker:run();org.apache.zookeeper.server.quorum.QuorumPeer:getVotingView();org.apache.zookeeper.server.quorum.QuorumCnxManager:setSockOpts(java.net.Socket);org.apache.zookeeper.server.quorum.QuorumCnxManager$SendWorker:run();org.apache.zookeeper.server.quorum.QuorumCnxManager:toSend(java.lang.Long,java.nio.ByteBuffer);org.apache.zookeeper.client.ZooKeeperSaslClient$ClientCallbackHandler:<init>(java.lang.String);org.apache.zookeeper.server.quorum.QuorumPeer:<init>()"
CVE-2021-38153,4.3,CWE-203,"org.apache.kafka.common.security.scram.internals.ScramSaslClient:handleServerFinalMessage(byte[]);org.apache.kafka.common.message.DescribeDelegationTokenResponseData$DescribedDelegationToken:equals(java.lang.Object);org.apache.kafka.common.security.plain.internals.PlainServerCallbackHandler:authenticate(java.lang.String,char[]);org.apache.kafka.common.security.scram.internals.ScramSaslServer:verifyClientProof(org.apache.kafka.common.security.scram.internals.ScramMessages$ClientFinalMessage)"
CVE-2016-3093,5.0,CWE-20,"ognl.OgnlRuntime:getSetMethod(ognl.OgnlContext,java.lang.Class,java.lang.String);ognl.OgnlRuntime:getGetMethod(ognl.OgnlContext,java.lang.Class,java.lang.String)"
CVE-2016-9878,5.0,CWE-22,"org.springframework.web.servlet.ResourceServlet:doInclude(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String)"
CVE-2021-39153,6.0,CWE-502,"com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream)"
CVE-2017-9803,6.0,CWE-287,org.apache.solr.security.DelegationTokenKerberosFilter$SolrZkToCuratorCredentialsACLs:createACLProvider(org.apache.solr.common.cloud.SolrZkClient);org.apache.solr.security.DelegationTokenKerberosFilter:init(javax.servlet.FilterConfig);org.apache.solr.security.DelegationTokenKerberosFilter:getCuratorClient(org.apache.solr.common.cloud.SolrZkClient);org.apache.solr.security.DelegationTokenKerberosFilter$SolrZkToCuratorCredentialsACLs:<init>(org.apache.solr.common.cloud.SolrZkClient)
CVE-2021-22112,9.0,0,"org.springframework.security.web.context.HttpSessionSecurityContextRepository:saveContext(org.springframework.security.core.context.SecurityContext,javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse);org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper:contextChanged(org.springframework.security.core.context.SecurityContext);org.springframework.security.web.context.HttpSessionSecurityContextRepository$SaveToSessionResponseWrapper:saveContext(org.springframework.security.core.context.SecurityContext)"
CVE-2017-3166,4.6,CWE-732,"org.apache.hadoop.mapreduce.filecache.ClientDistributedCacheManager:checkPermissionOfOther(org.apache.hadoop.fs.FileSystem,org.apache.hadoop.fs.Path,org.apache.hadoop.fs.permission.FsAction,java.util.Map)"
CVE-2017-5643,5.8,CWE-918,org.apache.camel.processor.validation.SchemaReader:createSchemaFactory()
CVE-2016-1000345,4.3,CWE-361,"org.bouncycastle.crypto.engines.IESEngine:decryptBlock(byte[],int,int);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineDoFinal(byte[],int,int);org.bouncycastle.jcajce.provider.asymmetric.dh.IESCipher:engineDoFinal(byte[],int,int)"
CVE-2017-5644,7.1,CWE-776,"org.apache.poi.xssf.eventusermodel.ReadOnlySharedStringsTable:readFrom(java.io.InputStream);org.apache.poi.xssf.usermodel.XSSFVMLDrawing:read(java.io.InputStream);org.apache.poi.xslf.usermodel.XSLFSlide:<init>(org.apache.poi.openxml4j.opc.PackagePart);org.apache.poi.POIXMLTypeLoader:parse(java.net.URL,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.xssf.dev.XSSFDump:dump(java.util.zip.ZipFile);org.apache.poi.xwpf.usermodel.XWPFRun:addPicture(java.io.InputStream,int,java.lang.String,int,int);org.apache.poi.util.DocumentHelper:newDocumentBuilder();org.apache.poi.xssf.model.SharedStringsTable:writeTo(java.io.OutputStream);org.apache.poi.POIXMLTypeLoader:parse(java.io.Reader,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.xssf.util.EvilUnclosedBRFixingInputStream:read(byte[],int,int);org.apache.poi.POIXMLTypeLoader:parse(java.io.File,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.util.DocumentHelper:trySetSAXFeature(javax.xml.parsers.DocumentBuilderFactory,java.lang.String,boolean);org.apache.poi.xwpf.usermodel.XWPFRun:getCTPictures(org.apache.xmlbeans.XmlObject);org.apache.poi.POIXMLTypeLoader:parse(java.lang.String,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.POIXMLTypeLoader:parse(java.io.InputStream,org.apache.xmlbeans.SchemaType,org.apache.xmlbeans.XmlOptions);org.apache.poi.util.DocumentHelper:trySetXercesSecurityManager(javax.xml.parsers.DocumentBuilderFactory)"
CVE-2016-6346,5.0,0,org.jboss.resteasy.plugins.interceptors.encoding.GZIPDecodingInterceptor:aroundReadFrom(javax.ws.rs.ext.ReaderInterceptorContext);org.jboss.resteasy.plugins.interceptors.encoding.GZIPDecodingInterceptor$FinishableGZIPInputStream:<init>(java.io.InputStream)
CVE-2018-1294,5.0,CWE-20,org.apache.commons.mail.Email:setSubject(java.lang.String)
CVE-2017-8028,5.1,CWE-287,"org.springframework.ldap.core.support.DefaultTlsDirContextAuthenticationStrategy:applyAuthentication(javax.naming.ldap.LdapContext,java.lang.String,java.lang.String)"
CVE-2016-9879,5.0,CWE-417,org.springframework.security.web.firewall.DefaultHttpFirewall:getFirewalledRequest(javax.servlet.http.HttpServletRequest);org.springframework.security.web.firewall.DefaultHttpFirewall:isNormalized(java.lang.String)
CVE-2016-6802,5.0,CWE-284,org.apache.shiro.web.util.WebUtils:getContextPath(javax.servlet.http.HttpServletRequest)
CVE-2020-1745,7.5,0,"io.undertow.server.protocol.ajp.AjpRequestParser:<init>(java.lang.String,boolean,int,int,boolean,boolean);io.undertow.server.protocol.ajp.AjpOpenListener:<init>(io.undertow.connector.ByteBufferPool,org.xnio.OptionMap);io.undertow.server.protocol.ajp.AjpRequestParser:parse(java.nio.ByteBuffer,io.undertow.server.protocol.ajp.AjpRequestParseState,io.undertow.server.HttpServerExchange)"
CVE-2020-11995,7.5,CWE-502,org.apache.dubbo.common.serialize.hessian2.Hessian2SerializerFactory:<init>()
CVE-2020-1695,5.0,0,org.jboss.resteasy.plugins.delegates.MediaTypeHeaderDelegate:isValid(java.lang.String)
CVE-2021-28168,2.1,CWE-668,org.glassfish.jersey.message.internal.Utils:createTempFile()
CVE-2016-4437,6.8,CWE-284,org.apache.shiro.mgt.AbstractRememberMeManager:<init>()
CVE-2018-1002200,4.3,CWE-22,"org.codehaus.plexus.archiver.AbstractUnArchiver:extractFile(java.io.File,java.io.File,java.io.InputStream,java.lang.String,java.util.Date,boolean,java.lang.Integer,java.lang.String)"
CVE-2011-2894,6.8,CWE-502,"org.springframework.core.ConfigurableObjectInputStream:resolveProxyClass(java.lang.String[]);org.springframework.core.ConfigurableObjectInputStream:<init>(java.io.InputStream,java.lang.ClassLoader)"
CVE-2020-5408,4.0,CWE-330,"org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder:encode(java.lang.CharSequence);org.springframework.security.crypto.bcrypt.BCryptPasswordEncoder:matches(java.lang.CharSequence,java.lang.String)"
CVE-2016-4993,4.3,CWE-93,"io.undertow.server.protocol.http.HttpResponseConduit:writeString(java.nio.ByteBuffer,java.lang.String);io.undertow.util.HttpString:<init>(byte[],java.lang.String);io.undertow.server.protocol.ajp.AjpServerResponseConduit:putString(java.nio.ByteBuffer,java.lang.String);io.undertow.protocols.http2.HpackEncoder:encode(io.undertow.util.HeaderMap,java.nio.ByteBuffer);io.undertow.util.HttpString:<init>(java.lang.String,int)"
CVE-2020-28052,6.8,0,"org.bouncycastle.crypto.generators.OpenBSDBCrypt:doCheckPassword(java.lang.String,byte[])"
CVE-2013-2186,7.5,CWE-20,org.apache.commons.fileupload.disk.DiskFileItem:readObject(java.io.ObjectInputStream)
CVE-2014-6439,4.3,CWE-79,org.elasticsearch.http.netty.NettyHttpChannel:sendResponse(org.elasticsearch.rest.RestResponse)
CVE-2019-10094,6.8,CWE-770,"org.apache.tika.parser.RecursiveParserWrapper$EmbeddedParserDecorator:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.RecursiveParserWrapper:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext)"
CVE-2018-14642,5.0,CWE-200,"io.undertow.server.ConnectionSSLSessionInfo:renegotiateBufferRequest(io.undertow.server.HttpServerExchange,org.xnio.SslClientAuthMode)"
CVE-2011-3190,7.5,CWE-264,org.apache.coyote.ajp.AjpAprProcessor:finish();org.apache.coyote.ajp.AjpAprProcessor:process(org.apache.tomcat.util.net.SocketWrapper);org.apache.coyote.ajp.AbstractAjpProcessor:finish();org.apache.coyote.ajp.AjpProcessor:process(org.apache.tomcat.util.net.SocketWrapper)
CVE-2010-1157,2.6,CWE-200,org.apache.catalina.core.StandardContext:postWorkDirectory()
CVE-2020-10688,4.3,CWE-79,org.jboss.resteasy.core.StringParameterInjector:extractValue(java.lang.String)
CVE-2019-0231,5.0,CWE-319,"org.apache.mina.proxy.AbstractProxyLogicHandler:writeData(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.buffer.IoBuffer);org.apache.mina.filter.ssl.SslHandler:init();org.apache.mina.filter.ssl.SslFilter:onPreAdd(org.apache.mina.core.filterchain.IoFilterChain,java.lang.String,org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.filter.codec.statemachine.DecodingStateMachine:cleanup();org.apache.mina.proxy.handlers.socks.Socks5LogicHandler:encodeGSSAPIAuthenticationPacket(org.apache.mina.proxy.handlers.socks.SocksProxyRequest);org.apache.mina.proxy.handlers.http.AbstractHttpLogicHandler:decodeResponse(java.lang.String);org.apache.mina.filter.logging.LoggingFilter:messageReceived(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,java.lang.Object);org.apache.mina.filter.codec.ProtocolCodecFilter:messageReceived(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,java.lang.Object);org.apache.mina.filter.buffer.BufferedWriteFilter:internalFlush(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,org.apache.mina.core.buffer.IoBuffer);org.apache.mina.core.filterchain.DefaultIoFilterChainBuilder:isOrderedMap(java.util.Map);org.apache.mina.proxy.handlers.http.digest.HttpDigestAuthLogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.filter.ssl.SslHandler:checkStatus(javax.net.ssl.SSLEngineResult);org.apache.mina.filter.firewall.ConnectionThrottleFilter:isConnectionOk(org.apache.mina.core.session.IoSession);org.apache.mina.filter.firewall.BlacklistFilter:setBlacklist(java.net.InetAddress[]);org.apache.mina.proxy.handlers.http.HttpProxyRequest:getHost();org.apache.mina.proxy.handlers.http.AbstractHttpLogicHandler:writeRequest0(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.proxy.handlers.http.HttpProxyRequest);org.apache.mina.proxy.handlers.http.AbstractHttpLogicHandler:reconnect(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.proxy.handlers.http.HttpProxyRequest);org.apache.mina.filter.codec.statemachine.DecodingStateMachine:finishDecode(org.apache.mina.filter.codec.ProtocolDecoderOutput);org.apache.mina.proxy.handlers.http.basic.HttpBasicAuthLogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.core.service.AbstractIoService:dispose(boolean);org.apache.mina.proxy.filter.ProxyFilter:writeData(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,org.apache.mina.core.write.WriteRequest,boolean);org.apache.mina.filter.executor.OrderedThreadPoolExecutor:print(java.util.Queue,org.apache.mina.core.session.IoEvent);org.apache.mina.proxy.handlers.socks.Socks5LogicHandler:handleResponse(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.buffer.IoBuffer,int);org.apache.mina.proxy.handlers.socks.Socks5LogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.proxy.handlers.http.ntlm.HttpNTLMAuthLogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.filter.ssl.SslHandler:destroy();org.apache.mina.proxy.handlers.socks.Socks4LogicHandler:writeRequest(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.proxy.handlers.socks.SocksProxyRequest);org.apache.mina.proxy.handlers.socks.Socks4LogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.proxy.AbstractProxyLogicHandler:flushPendingWriteRequests();org.apache.mina.filter.logging.LoggingFilter:messageSent(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,org.apache.mina.core.write.WriteRequest);org.apache.mina.proxy.filter.ProxyFilter:sessionCreated(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession);org.apache.mina.proxy.handlers.http.basic.HttpNoAuthLogicHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.proxy.handlers.http.AbstractAuthLogicHandler:writeRequest(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.proxy.handlers.http.HttpProxyRequest);org.apache.mina.proxy.handlers.http.AbstractHttpLogicHandler:messageReceived(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.buffer.IoBuffer);org.apache.mina.filter.ssl.SslFilter:initiateHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession);org.apache.mina.proxy.handlers.http.HttpSmartProxyHandler:autoSelectAuthHandler(org.apache.mina.proxy.handlers.http.HttpProxyResponse);org.apache.mina.proxy.filter.ProxyFilter:messageReceived(org.apache.mina.core.filterchain.IoFilter$NextFilter,org.apache.mina.core.session.IoSession,java.lang.Object);org.apache.mina.proxy.handlers.http.HttpSmartProxyHandler:doHandshake(org.apache.mina.core.filterchain.IoFilter$NextFilter);org.apache.mina.proxy.AbstractProxyLogicHandler:setHandshakeComplete()"
CVE-2018-1114,4.0,CWE-400,io.undertow.server.handlers.resource.URLResource:openConnection()
CVE-2021-27807,4.3,CWE-834,org.apache.pdfbox.cos.COSArray:indexOf(org.apache.pdfbox.cos.COSBase)
CVE-2019-5427,5.0,CWE-776,com.mchange.v2.c3p0.cfg.DefaultC3P0ConfigFinder:findConfig()
CVE-2020-5398,7.6,CWE-494,"org.springframework.http.ContentDisposition$BuilderImpl:filename(java.lang.String);org.springframework.http.ContentDisposition:parse(java.lang.String);org.springframework.http.ContentDisposition$BuilderImpl:filename(java.lang.String,java.nio.charset.Charset);org.springframework.http.ContentDisposition:decodeHeaderFieldParam(java.lang.String);org.springframework.http.ContentDisposition:encodeHeaderFieldParam(java.lang.String,java.nio.charset.Charset);org.springframework.http.ContentDisposition:tokenize(java.lang.String);org.springframework.http.ContentDisposition:toString()"
CVE-2020-5529,6.8,CWE-665,"com.gargoylesoftware.htmlunit.javascript.HtmlUnitContextFactory:makeContext();com.gargoylesoftware.htmlunit.javascript.JavaScriptEngine:init(com.gargoylesoftware.htmlunit.WebWindow,net.sourceforge.htmlunit.corejs.javascript.Context)"
CVE-2016-4000,7.5,CWE-502,"org.python.core.PyBytecode:<init>(int,int,int,int,java.lang.String,org.python.core.PyObject[],java.lang.String[],java.lang.String[],java.lang.String,java.lang.String,int,java.lang.String,java.lang.String[],java.lang.String[])"
CVE-2015-0263,5.0,0,"org.apache.camel.converter.jaxp.XmlConverter:toSAXSourceFromStream(javax.xml.transform.stream.StreamSource,org.apache.camel.Exchange)"
CVE-2021-39152,6.0,CWE-918,"com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder);com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer)"
CVE-2017-1000487,7.5,CWE-78,"org.codehaus.plexus.util.cli.shell.BourneShell:<init>();org.codehaus.plexus.util.cli.shell.Shell:getRawCommandLine(java.lang.String,java.lang.String[]);org.codehaus.plexus.util.cli.Commandline$Marker:getPosition();org.codehaus.plexus.util.cli.shell.Shell:getShellCommandLine(java.lang.String[]);org.codehaus.plexus.util.cli.shell.BourneShell:unifyQuotes(java.lang.String);org.codehaus.plexus.util.cli.shell.BourneShell:getExecutionPreamble();org.codehaus.plexus.util.cli.shell.BourneShell:getQuotingTriggerChars();org.codehaus.plexus.util.cli.Commandline:verifyShellState();org.codehaus.plexus.util.cli.shell.BourneShell:getExecutable();org.codehaus.plexus.util.cli.Commandline:execute();org.codehaus.plexus.util.cli.shell.BourneShell:<init>(boolean);org.codehaus.plexus.util.cli.Commandline:getCommandline()"
CVE-2019-10241,4.3,CWE-79,"org.eclipse.jetty.util.resource.Resource:getListHTML(java.lang.String,boolean)"
CVE-2016-6345,4.0,CWE-200,"org.jboss.resteasy.core.AsynchronousDispatcher:postJob(org.jboss.resteasy.spi.HttpRequest,org.jboss.resteasy.spi.HttpResponse,org.jboss.resteasy.core.ResourceInvoker);org.jboss.resteasy.core.AsynchronousDispatcher:<init>(org.jboss.resteasy.spi.ResteasyProviderFactory)"
CVE-2020-1950,4.3,CWE-400,"org.apache.tika.parser.image.PSDParser:parse(java.io.InputStream,org.xml.sax.ContentHandler,org.apache.tika.metadata.Metadata,org.apache.tika.parser.ParseContext);org.apache.tika.parser.image.PSDParser$ResourceBlock:<init>(java.io.InputStream)"
CVE-2020-1926,4.3,CWE-203,org.apache.hive.service.CookieSigner:verifyAndExtract(java.lang.String)
CVE-2020-1953,7.5,0,"org.apache.commons.configuration2.YAMLConfiguration:read(java.io.InputStream);org.apache.commons.configuration2.YAMLConfiguration:read(java.io.InputStream,org.yaml.snakeyaml.LoaderOptions);org.apache.commons.configuration2.YAMLConfiguration:read(java.io.Reader,org.yaml.snakeyaml.LoaderOptions);org.apache.commons.configuration2.YAMLConfiguration:read(java.io.Reader)"
CVE-2020-26945,5.1,CWE-502,org.apache.ibatis.executor.loader.AbstractSerialStateHolder:readResolve();org.apache.ibatis.cache.decorators.SerializedCache:deserialize(byte[])
CVE-2018-11761,5.0,CWE-611,"org.apache.tika.utils.XMLReaderUtils:getSAXParser();org.apache.tika.utils.XMLReaderUtils:tryToSetStaxProperty(javax.xml.stream.XMLInputFactory,java.lang.String,boolean);org.apache.tika.utils.XMLReaderUtils:getDocumentBuilderFactory();org.apache.tika.utils.XMLReaderUtils:getXMLInputFactory()"
CVE-2014-7808,5.0,CWE-310,org.apache.wicket.settings.ISecuritySettings:getCryptFactory()
CVE-2017-5662,7.9,CWE-611,org.apache.batik.dom.util.SAXDocumentFactory:createDocument(org.xml.sax.InputSource)
CVE-2020-13920,4.3,CWE-306,org.apache.activemq.broker.jmx.ManagementContext:setConnectorPath(java.lang.String)
CVE-2021-39140,6.3,CWE-502,"com.thoughtworks.xstream.XStream:setupSecurity();com.thoughtworks.xstream.XStream:readResolve();com.thoughtworks.xstream.XStreamer:fromXML(com.thoughtworks.xstream.io.HierarchicalStreamDriver,java.io.Reader,com.thoughtworks.xstream.security.TypePermission[]);com.thoughtworks.xstream.XStreamer:toXML(com.thoughtworks.xstream.XStream,java.lang.Object,java.io.Writer);com.thoughtworks.xstream.XStream:addPermission(com.thoughtworks.xstream.security.TypePermission);com.thoughtworks.xstream.XStream:setupDefaultSecurity(com.thoughtworks.xstream.XStream);com.thoughtworks.xstream.XStream:unmarshal(com.thoughtworks.xstream.io.HierarchicalStreamReader,java.lang.Object,com.thoughtworks.xstream.converters.DataHolder)"
CVE-2014-0225,6.8,CWE-611,org.springframework.oxm.support.AbstractMarshaller:createXmlReader()
CVE-2017-2670,5.0,CWE-835,io.undertow.server.protocol.framed.AbstractFramedStreamSourceChannel:resumeReadsInternal(boolean)
CVE-2019-11777,5.0,CWE-346,org.eclipse.paho.client.mqttv3.internal.SSLNetworkModule:start();org.eclipse.paho.client.mqttv3.internal.SSLNetworkModule:start()
CVE-2012-2098,5.0,CWE-310,"org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:init();org.apache.commons.compress.compressors.bzip2.BlockSort:mainQSort3(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int,int,int,int);org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackQSort3(int[],int[],int,int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:moveToFrontCodeAndSend();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:blockSort();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:endBlock();org.apache.commons.compress.compressors.bzip2.BlockSort:mainSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:finish();org.apache.commons.compress.compressors.bzip2.BlockSort:blockSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int);org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackSort(int[],byte[],int);org.apache.commons.compress.compressors.bzip2.BlockSort:fallbackSimpleSort(int[],int[],int,int);org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:initBlock();org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream:<init>(java.io.OutputStream,int);org.apache.commons.compress.compressors.bzip2.BlockSort:mainSimpleSort(org.apache.commons.compress.compressors.bzip2.BZip2CompressorOutputStream$Data,int,int,int,int)"
CVE-2017-12165,5.0,CWE-444,"io.undertow.server.protocol.http.HttpRequestParser:handlePath(java.nio.ByteBuffer,io.undertow.server.protocol.http.ParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.ajp.AjpReadListener:handleEvent(org.xnio.channels.StreamSourceChannel);io.undertow.server.protocol.http2.Http2ReceiveListener:handleRequests(io.undertow.protocols.http2.Http2Channel,io.undertow.protocols.http2.Http2StreamSourceChannel);io.undertow.util.Methods:fromString(java.lang.String);io.undertow.protocols.http2.Http2HeaderBlockParser:emitHeader(io.undertow.util.HttpString,java.lang.String,boolean);io.undertow.server.protocol.ajp.AjpRequestParser:parse(java.nio.ByteBuffer,io.undertow.server.protocol.ajp.AjpRequestParseState,io.undertow.server.HttpServerExchange);io.undertow.server.protocol.http.HttpReadListener:handleEventWithNoRunningRequest(org.xnio.conduits.ConduitStreamSourceChannel)"
CVE-2016-3674,5.0,CWE-200,com.thoughtworks.xstream.io.xml.JDomDriver:createReader(java.io.InputStream);com.thoughtworks.xstream.io.xml.Dom4JDriver:createReader(java.io.InputStream);com.thoughtworks.xstream.io.xml.JDomDriver:createReader(java.io.Reader);com.thoughtworks.xstream.io.xml.Dom4JDriver:createReader(java.io.Reader)
CVE-2021-29943,6.4,CWE-863,org.apache.solr.security.HadoopAuthPlugin:getInitFilterConfig(java.util.Map);org.apache.solr.security.HadoopAuthPlugin:init(java.util.Map);org.apache.solr.security.ConfigurableInternodeAuthHadoopPlugin:init(java.util.Map)
